head_n,glyph,espanol,zan_k,zan_name,zanci,ceci,fuente,espanol_apreciacion,espanol_comentario
12,童,Juventud,2,次二,錯于靈蓍焯于龜資出泥入脂,錯蓍焯龜比光道也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Consulta la aquilea numinosa, quema el caparazón; su caudal sale del fango y entra en la grasa.",Consultar aquilea y tortuga: se acerca al camino luminoso.
12,童,Juventud,3,次三,東辰以明不能以行,東辰以明奚不逝也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Los astros del este dan luz, mas no se puede andar por ellos.",Los astros del este alumbran: ¿por qué no ponerse en marcha?
12,童,Juventud,4,次四,或後前夫先錫之光,或後前夫先光大也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Alguno viene detrás; el hombre que va delante le concede primero la luz.,Alguno detrás: la luz del que precede es grande.
12,童,Juventud,5,次五,蒙柴求兕其德不美,蒙柴求兕得不慶也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"A ciegas en la maleza, cazando el rinoceronte; su virtud no es bella. [verso oscuro]",Cazar a ciegas el rinoceronte: lo que gana no da alegría.
12,童,Juventud,6,次六,大開帷幕以引方客,大開帷幕覽眾明也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Abre de par en par los cortinajes para atraer huéspedes de toda parte.,Abrir los cortinajes: contempla a muchos hombres claros.
12,童,Juventud,7,次七,脩侏侏比于朱儒,侏侏之脩無可為也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Se cultiva a lo enano, enano; como un bufón diminuto. [verso oscuro]",Ese cultivo enano: nada puede hacerse con él.
12,童,Juventud,8,次八,或擊之或刺之修其玄鑒渝,擊之刺之過以衰也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Unos lo golpean, otros lo hieren; pule su espejo oscuro, y muda. [verso oscuro]","Golpearlo y herirlo: por exceso, decae."
12,童,Juventud,9,上九,童麋觸犀灰其首,童麋觸犀還自纍也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El alce joven embiste al rinoceronte; su cabeza queda hecha ceniza.,El alce que embiste al rinoceronte: sólo se arruina a sí mismo.
13,増,Aumento,0,首辭,陽氣蕃息物則增益日宣而殖,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El aliento yang prolifera; los seres aumentan; día a día se despliegan y se multiplican.,
13,増,Aumento,1,初一,聞貞增默外人不得,聞貞增默識內也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Oye la rectitud, crece en silencio; los de afuera nada obtienen.",Crecer callado: el saber se guarda dentro.
13,増,Aumento,2,次二,不增其方而增其光冥,不增其方徒飾外也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"No acrecienta su sustancia, sino su brillo: y a oscuras.",No acrecentar la sustancia: sólo adorna lo de fuera.
13,増,Aumento,3,次三,木以止漸增,木止漸增不可蓋也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El árbol, por la quietud, crece poco a poco.",El árbol que crece quieto: no se le puede tapar.
13,増,Aumento,4,次四,要不克或增之戴,要不克可敗也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La cintura no aguanta; y aun así alguno le añade más carga. [verso oscuro],La cintura que no aguanta: puede venirse abajo.
13,増,Aumento,5,次五,澤庳其容眾潤攸同,澤庳其容謙虛大也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El pantano abaja su cuenco; cuantos moja, comparten por igual.",El pantano que se abaja: la humildad vacía es grande.
13,増,Aumento,6,次六,朱車燭分一日增我三千君子慶小人傷,朱車之增小人不當也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El carro bermejo, antorchas al partir; en un día gano tres mil: dicha al noble, daño al hombre pequeño.",El aumento del carro bermejo: no le corresponde al hombre pequeño.
13,増,Aumento,7,次七,增其高刃其峭丘貞,增高刃峭與損皆行也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Acrecienta su altura, afila su escarpa; el cerro, recto.",Altura y escarpa: ganancia y merma van juntas.
13,増,Aumento,8,次八,兼貝以役往益來𨲞,兼貝以役前慶後亡也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Junta conchas para pagar servicios; al ir, crece; al volver, se pierde. [verso oscuro]","Juntar conchas para servir: dicha antes, pérdida después."
13,増,Aumento,9,上九,崔嵬不崩賴彼峽崥,崔嵬不崩群士㩖㩖也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El picacho no se desploma, gracias al pie de aquel desfiladero.",El picacho que no se desploma: la hueste de hombres lo sostiene firme.
14,銳,Penetración,0,首辭,陽氣岑以銳物之生也咸專一而不二,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yang se encumbra y aguza; en su nacer, los seres se concentran en lo uno y no en lo doble.",
14,銳,Penetración,1,初一,蟹之郭索後蚓黃泉,蟹之郭索心不一也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El cangrejo va y viene inquieto; tras la lombriz, hacia las Fuentes Amarillas.",El cangrejo inquieto: su corazón no es uno.
14,銳,Penetración,2,次二,銳一無不達,銳一之達執道必也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Aguzado en lo uno, no hay nada que no alcance.",Alcanzar por lo uno: se aferra a la Vía sin falta.
14,銳,Penetración,3,次三,狂銳盪,狂銳之盪不能處一也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Aguzado con locura: embate desatado.,Ese embate loco: no sabe morar en lo uno.
14,銳,Penetración,4,次四,銳于時無不利,銳于時得其適也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Aguzado en el momento justo: nada le es adverso.,Aguzado a tiempo: da con lo oportuno.
14,銳,Penetración,5,次五,銳其東忘其西見其背不見其心,銳東忘西不能迴避也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Aguzado hacia el este, olvida el oeste; ve la espalda, no ve el corazón.",Aguzar al este y olvidar el oeste: no puede volverse a esquivar.
14,銳,Penetración,6,次六,銳于醜含于五軌萬鍾貞,銳于醜福祿不量也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Aguzado entre lo vulgar, contenido en las cinco sendas; diez mil medidas, recto. [verso oscuro]",Aguzado entre lo vulgar: dicha y paga sin medida.
14,銳,Penetración,7,次七,銳于利忝惡至,銳于利辱在一方也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Aguzado tras el provecho: llegan la afrenta y el mal.,Aguzado tras el provecho: la vergüenza queda a un lado.
14,銳,Penetración,8,次八,銳其銳救其敗,銳其銳恐轉作殃也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Aguza su filo para reparar su derrota.,Aguzar el filo: teme que se vuelva desgracia.
14,銳,Penetración,9,上九,陵崢岸峭陁,陵崢岸峭銳極必崩也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"La cima se encumbra, la ribera escarpada se desmorona.",Cima y ribera escarpadas: el filo en su extremo ha de quebrar.
15,達,Alcance,0,首辭,陽氣枝枚條出物莫不達,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El aliento yang brota en ramas y vástagos; no hay ser que no atraviese.,
15,達,Alcance,1,初一,中冥獨達迵迵不屈,中冥獨達內曉無方也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"En la tiniebla central, a solas atraviesa; de parte a parte, sin doblarse.",Atravesar a solas: claridad interior sin confín.
15,達,Alcance,2,次二,迷腹達目,迷腹達目以道不明也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Turbio en el vientre, claro en los ojos.","Turbio dentro, claro fuera: la Vía no se aclara."
15,達,Alcance,3,次三,蒼木維流厥美可以達于瓜苞,蒼木維流內恕以量也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El árbol glauco junto a la corriente; su hermosura puede alcanzar el racimo del melón. [verso oscuro],El árbol junto a la corriente: indulgencia interior con mesura.
15,達,Alcance,4,次四,小利小達大迷扁扁不救,小達大迷獨曉隅方也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Poca ganancia, poco alcance; gran extravío, revoloteando, sin remedio.",Poco alcance y gran extravío: sólo ve un rincón.
15,達,Alcance,5,次五,達于中衢大小無迷,達于中衢道四通也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Alcanza la encrucijada central; grandes y pequeños, ninguno se pierde.",Alcanzar la encrucijada: la vía se abre a los cuatro rumbos.
15,達,Alcance,6,次六,大達無畛不要止洫作否,大達無畛不可偏從也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Gran alcance sin lindes; si no se detiene en el cauce, se vuelve funesto.",Gran alcance sin lindes: no seguirlo de un solo lado.
15,達,Alcance,7,次七,達于砭割前亡後賴,達于砭割終以不廢也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Alcanza por el corte de la lanceta; pérdida antes, provecho después.","Alcanzar por el corte: al final, no se descarta."
15,達,Alcance,8,次八,迷目達腹,迷目達腹外惑其內也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Turbio en los ojos, claro en el vientre.","Turbio afuera, claro adentro: lo de fuera confunde a lo de dentro."
15,達,Alcance,9,上九,達于咎貞終譽,達咎終譽善以道退也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Atraviesa la culpa; recto, alabado al final.",Atravesar la culpa: bien está retirarse por la Vía.
16,交,Contacto,0,首辭,陽交於陰陰交於陽物登明堂矞矞皇皇,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yang se une al yin, el yin al yang; los seres suben al Salón de la Luz, radiantes y augustos.",
16,交,Contacto,1,初一,冥交于神齊不以其貞,冥交不以懷非含慚也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"A oscuras se une al espíritu; ayuna, mas no con rectitud.","Unión oscura sin rectitud: alberga lo torcido, guarda vergüenza."
16,交,Contacto,2,次二,冥交有孚明如,冥交之孚信接神明也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"A oscuras se une, con sinceridad; ¡qué claridad!",La sinceridad de la unión oscura: la fe empalma con los númenes.
16,交,Contacto,3,次三,交于木石,交于木石不能嚮人也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Se une con leño y piedra.,Unirse a leño y piedra: no puede volverse hacia los hombres.
16,交,Contacto,4,次四,往來熏熏得亡之門,往來熏熏與神交行也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Yendo y viniendo, cálido y radiante: la puerta del ganar y el perder.",Ir y venir radiante: se mueve en trato con el espíritu.
16,交,Contacto,5,次五,交于鸎猩不獲其榮,交于鸎猩鳥獸同方也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Se une con oropéndola y mono; no logra su gloria. [verso oscuro],Unirse a oropéndola y mono: aves y bestias de una misma laya.
16,交,Contacto,6,次六,大圈閎閎小圈交之我有靈殽與爾殽之,大小之交待賢煥光也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El gran círculo, vasto; el pequeño lo toca; tengo manjar numinoso y contigo lo comparto. [verso oscuro]","El trato de grande y pequeño: aguarda al digno, y la luz resplandece."
16,交,Contacto,7,次七,交于鳥鼠費其資黍,交于鳥鼠徒費也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Se une con pájaros y ratas; malgasta su reserva de mijo.,Unirse a pájaros y ratas: puro despilfarro.
16,交,Contacto,8,次八,戈矛往來以其貞不悔,戈矛往來征不可廢也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Lanza y pica van y vienen; por su rectitud, sin arrepentimiento.",Lanza y pica que van y vienen: la campaña no puede abandonarse.
16,交,Contacto,9,上九,交于戰伐不貞覆于城猛則噉,交于戰伐奚可遂也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Se une en la guerra; sin rectitud, vuelca ante la muralla; feroz, será devorado.",Unirse en la guerra: ¿cómo va a salir bien?
17,䎡,Contención,0,首辭,陽氣能剛能柔能作能休見難而縮,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yang puede ser duro o blando, obrar o descansar; al ver la dificultad, se encoge.",
17,䎡,Contención,1,初一,赤卉方銳利進以退,赤卉方銳退以動也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La planta roja apenas aguzada; propicio avanzar retrocediendo.,La planta roja aguzada: se mueve retrocediendo.
17,䎡,Contención,2,次二,耎其心作疾,耎其心中無勇也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Ablanda su corazón; brota la dolencia.,Ablandar el corazón: no hay coraje dentro.
17,䎡,Contención,3,次三,耎其䣛守其節雖勿肆終無拂,耎其䣛體不可肆也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Ablanda su rodilla, guarda su mesura; aunque no se suelte, al fin nada lo contraría.",Ablandar la rodilla: el cuerpo no debe soltarse.
17,䎡,Contención,4,次四,耎其哇三歲不噣,耎哇不噣時數失也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Ablanda su graznido; tres años no pía. [verso oscuro],Graznido ablandado que no pía: pierde la cuenta de los tiempos.
17,䎡,Contención,5,次五,黃菌不誕俟于慶雲,黃菌不誕俟逑耦也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),El hongo amarillo no brota; aguarda la nube propicia.,El hongo que no brota: aguarda a su pareja.
17,䎡,Contención,6,次六,縮失時或承之菑,縮失時坐逋後也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Se encoge y pierde el momento; alguno hereda por ello la calamidad.,Encogerse a destiempo: se queda ocioso y rezagado.
17,䎡,Contención,7,次七,詘其節執其術共所歾,詘節共歾內有主也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Dobla su articulación, se atiene a su arte; juntos hasta el fin.",Doblar la articulación juntos hasta el fin: dentro hay un dueño.
17,䎡,Contención,8,次八,窾枯木丁衝振其枝小人有耎三郄鉤羅,窾木之振小人見侮也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El árbol hueco y seco, golpeado de frente, sacude sus ramas; el hombre pequeño tiene su flaqueza; tres grietas, una red con garfios. [verso oscuro]",El árbol hueco sacudido: al hombre pequeño lo desprecian.
17,䎡,Contención,9,上九,悔縮往去來復,悔縮之復得在後也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Pesar y encogimiento; se va, se aleja, y vuelve.",El retorno tras encogerse: se gana al final.
18,傒,Espera,0,首辭,陽氣有傒可以進而進物咸得其願,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El aliento yang tiene en qué aguardar; puede avanzar, y avanza; los seres logran su deseo.",
18,傒,Espera,1,初一,冥賊傒天凶,冥賊之傒時無吉也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"A oscuras, un malhechor aguarda al Cielo: funesto.",La espera del malhechor oscuro: no hay momento propicio.
18,傒,Espera,2,次二,冥德傒天昌,冥德之傒昌將日也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),La virtud oculta aguarda al Cielo: florecimiento.,La espera de la virtud oculta: florece con cada día.
18,傒,Espera,3,次三,傒後時,傒而後之解也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Aguarda, y se rezaga del tiempo.",Aguardar y rezagarse: se afloja.
18,傒,Espera,4,次四,詘其角直其足維以傒穀,屈角直足不伎剌也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Dobla su cuerno, endereza sus patas, sólo para aguardar la buena fortuna.",Cuerno doblado y patas rectas: sin torcedura ni choque.
18,傒,Espera,5,次五,大爵集于宮庸小人庳傒空,宮庸之爵不可空得也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Grandes gorriones se juntan en el muro del palacio; el hombre pequeño, humilde, aguarda en vano.",El gorrión del muro palaciego: no se logra de balde.
18,傒,Espera,6,次六,傒福貞貞食于金,傒福貞貞正可服也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Aguarda la dicha, recto, recto; se nutre del metal.",Aguardar la dicha con rectitud: en lo recto se puede confiar.
18,傒,Espera,7,次七,傒禍介介凶人之郵,傒禍介介與禍期也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Aguarda la desgracia, inquieto, inquieto: es la posta del hombre aciago.",Aguardar la desgracia inquieto: tiene cita con la calamidad.
18,傒,Espera,8,次八,不禍禍傒天活我,禍不禍非厥訧也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Sin desgracia, la desgracia acecha; el Cielo me mantiene vivo.",Desgracia que no es desgracia: no es culpa suya.
18,傒,Espera,9,上九,傒尪尪天撲之顙,傒尪之撲終不可治也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Aguarda, tullido, tullido; el Cielo le golpea la frente.",El golpe al que aguarda tullido: al fin no tiene cura.
19,從,Seguimiento,0,首辭,陽躍于淵于澤于田于嶽物企其足,,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El yang salta en el abismo, en el pantano, en el campo, en el monte; los seres se alzan de puntillas.",
19,從,Seguimiento,1,初一,日幽嬪之月冥隨之基,日嬪月隨臣應基也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"El sol en penumbra, la luna su consorte; a oscuras lo sigue: el cimiento.","Sol-consorte, luna que sigue: el ministro responde; el cimiento."
19,從,Seguimiento,2,次二,方出旭旭朋從爾醜,方出朋從不知所之也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Apenas sale, radiante, radiante; los amigos te siguen a ti y a los tuyos.",Apenas salir y ser seguido: no sabe adónde va.
19,從,Seguimiento,3,次三,人不攻之自牽從之,人不攻之自然證也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Los hombres no lo combaten; de suyo se deja llevar y seguir.,Que no lo combatan: prueba de lo natural.
19,從,Seguimiento,4,次四,鳴從不臧有女承其血匡亡,鳴從之亡奚足朋也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),Seguir el reclamo no es bueno; hay una mujer que recoge su sangre; la cesta se pierde. [verso oscuro],La pérdida de seguir el reclamo: ¿qué compañía es esa?
19,從,Seguimiento,5,次五,從水之科滿,從水滿科不自越也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Sigue el agua a la hondonada, y la colma.",Seguir el agua que colma la hondonada: no se rebasa a sí misma.
19,從,Seguimiento,6,次六,從其目失其腹,從目失腹欲丕從也,CHANT/TLS 四部叢刊 (Kanripo KR3g0001),"Sigue a sus ojos, pierde su vientre.",Seguir los ojos y perder el vientre: querer seguir en exceso.
